,Component,Sub-component,Variable,Measure,Country,ISO Code,Year,Value
324,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Saint Lucia,LCA,,0
325,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Saint Vincent and the Grenadines,VCT,,0
326,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Seychelles,SYC,,3
327,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Sierra Leone,SLE,,38
328,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Singapore,SGP,,149
329,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,South Africa,ZAF,,3003
330,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Eswatini,SWZ,,5
331,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Togo,TGO,,89
332,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Tonga,TON,,0
333,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Trinidad and Tobago,TTO,,11
334,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Tuvalu,TUV,,0
335,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Uganda,UGA,,1371
336,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,United Kingdom,GBR,,9234
337,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,United Republic of Tanzania,TZA,,2245
338,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Samoa,WSM,,0
339,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Zambia,ZMB,,291
340,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Commonwealth,,,94600
344,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Lower-middle income,,,75478
345,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Upper-middle income,,,3402
347,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Carribean and Americas,,,3431
348,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Pacific,,,2767
349,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Asia,,,69917
350,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Africa,,,9760
351,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Europe,,,6057
352,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Antigua and Barbuda,ATG,,3
353,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Australia,AUS,,1954
354,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Bahamas,BHS,,11
355,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Bangladesh,BGD,,5136
356,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Barbados,BRB,,10
357,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Botswana,BWA,,9
358,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Belize,BLZ,,4
359,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Solomon Islands,SLB,,3
360,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Brunei Darussalam,BRN,,28
361,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Cameroon,CMR,,206
362,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Canada,CAN,,3003
363,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Sri Lanka,LKA,,649
364,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Cyprus,CYP,,82
365,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Dominica,DMA,,2
366,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Fiji,FJI,,19
367,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Gabon,GAB,,7
368,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Gambia,GMB,,8
369,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Ghana,GHA,,363
370,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Kiribati,KIR,,2
371,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Grenada,GRD,,5
372,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Guyana,GUY,,10
373,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,India,IND,,54353
374,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Jamaica,JAM,,107
375,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Kenya,KEN,,1278
376,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Lesotho,LSO,,5
377,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Malawi,MWI,,110
378,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Malaysia,MYS,,1241
379,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Maldives,MDV,,0
380,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Malta,MLT,,44
381,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Mauritius,MUS,,85
382,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Mozambique,MOZ,,38
383,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Namibia,NAM,,20
384,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Nauru,NRU,,0
385,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Vanuatu,VUT,,0
386,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,New Zealand,NZL,,285
387,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Nigeria,NGA,,1600
388,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Pakistan,PAK,,4339
389,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Papua New Guinea,PNG,,215
390,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Rwanda,RWA,,310
391,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Saint Kitts and Nevis,KNA,,1
392,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Saint Lucia,LCA,,8
393,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Saint Vincent and the Grenadines,VCT,,4
394,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Seychelles,SYC,,1
395,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Sierra Leone,SLE,,179
396,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Singapore,SGP,,605
397,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,South Africa,ZAF,,1518
398,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Eswatini,SWZ,,3
399,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Togo,TGO,,138
400,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Tonga,TON,,3
401,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Trinidad and Tobago,TTO,,47
402,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Tuvalu,TUV,,0
403,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Uganda,UGA,,305
404,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,United Kingdom,GBR,,5879
405,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,United Republic of Tanzania,TZA,,804
406,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Samoa,WSM,,7
407,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Zambia,ZMB,,143
408,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Commonwealth,,,115006
412,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Lower-middle income,,,42527
413,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Upper-middle income,,,7934
415,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Carribean and Americas,,,15034
416,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Pacific,,,12363
417,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Asia,,,41489
418,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Africa,,,10759
419,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Europe,,,31534
420,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Antigua and Barbuda,ATG,,9
421,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Australia,AUS,,9905
422,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Bahamas,BHS,,23
423,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Bangladesh,BGD,,1598
424,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Barbados,BRB,,52
425,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Botswana,BWA,,16
426,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Belize,BLZ,,6
427,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Solomon Islands,SLB,,3
428,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Brunei Darussalam,BRN,,39
429,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Cameroon,CMR,,169
430,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Canada,CAN,,13996
431,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Sri Lanka,LKA,,811
432,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Cyprus,CYP,,260
433,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Dominica,DMA,,6
434,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Fiji,FJI,,25
435,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Gabon,GAB,,17
436,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Gambia,GMB,,1
437,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Ghana,GHA,,64
438,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Kiribati,KIR,,4
439,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Grenada,GRD,,12
440,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Guyana,GUY,,22
441,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,India,IND,,27991
442,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Jamaica,JAM,,343
443,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Kenya,KEN,,1080
444,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Lesotho,LSO,,17
445,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Malawi,MWI,,50
446,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Malaysia,MYS,,3372
447,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Maldives,MDV,,13
448,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Malta,MLT,,135
449,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Mauritius,MUS,,180
450,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Mozambique,MOZ,,90
451,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Namibia,NAM,,44
452,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Nauru,NRU,,0
453,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Vanuatu,VUT,,0
454,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,New Zealand,NZL,,1863
455,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Nigeria,NGA,,2242
456,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Pakistan,PAK,,3222
457,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Papua New Guinea,PNG,,136
458,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Rwanda,RWA,,62
459,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Saint Kitts and Nevis,KNA,,3
460,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Saint Lucia,LCA,,6
461,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Saint Vincent and the Grenadines,VCT,,12
462,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Seychelles,SYC,,1
463,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Sierra Leone,SLE,,79
464,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Singapore,SGP,,1811
465,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,South Africa,ZAF,,3319
466,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Eswatini,SWZ,,6
467,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Togo,TGO,,127
468,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Tonga,TON,,4
469,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Trinidad and Tobago,TTO,,182
470,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Tuvalu,TUV,,0
471,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Uganda,UGA,,324
472,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,United Kingdom,GBR,,30971
473,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,United Republic of Tanzania,TZA,,505
